"geoid","USPS","pop2010"
"05003","AR",21853
"13189","GA",21875
"48341","TX",21904
"28043","MS",21906
"47129","TN",21987
"13199","GA",21992
"47133","TN",22083
"13119","GA",22084
"37131","NC",22099
"22093","LA",22102
"54047","WV",22113
"40009","OK",22119
"48489","TX",22134
"17051","IL",22140
"48233","TX",22150
"05149","AR",22185
"47151","TN",22228
"28139","MS",22232
"47111","TN",22248
"29083","MO",22272
"51163","VA",22307
"22043","LA",22309
"31067","NE",22311
"13085","GA",22330
"41027","OR",22346
"17145","IL",22350
"05083","AR",22353
"17173","IL",22363
"41015","OR",22364
"16053","ID",22374
"19123","IA",22381
"38105","ND",22398
"46135","SD",22438
"48179","TX",22535
"51600","VA",22565
"12123","FL",22570
"28039","MS",22578
"51670","VA",22591
"13107","GA",22598
"05057","AR",22609
"39175","OH",22615
"45011","SC",22621
"16075","ID",22623
"47057","TN",22657
"17085","IL",22678
"40001","OK",22683
"08075","CO",22709
"22111","LA",22721
"22077","LA",22802
"01111","AL",22913
"01007","AL",22915
"48219","TX",22935
"16031","ID",22952
"20175","KS",22952
"17083","IL",22985
"05019","AR",22995
"22075","LA",23042
"01099","AL",23068
"29119","MO",23083
"08039","CO",23086
"18047","IN",23087
"48007","TX",23158
"51169","VA",23177
"27093","MN",23300
"13033","GA",23316
"21205","KY",23333
"08119","CO",23350
"21115","KY",23356
"18149","IN",23363
"51147","VA",23368
"29147","MO",23370
"29195","MO",23370
"48293","TX",23384
"28057","MS",23401
"22007","LA",23421
"13081","GA",23439
"29177","MO",23494
"13205","GA",23498
"08107","CO",23509
"26133","MI",23528
"49051","UT",23530
"37053","NC",23547
"26009","MI",23580
"51099","VA",23584
"13035","GA",23655
"13111","GA",23682
"55049","WI",23687
"37033","NC",23719
"48225","TX",23732
"51790","VA",23746
"39105","OH",23770
"22121","LA",23788
"48365","TX",23796
"54109","WV",23796
"28079","MS",23805
"21183","KY",23842
"45039","SC",23956
"54027","WV",23964
"26109","MI",24029
"51139","VA",24042
"54009","WV",24069
"46081","SD",24097
"51027","VA",24098
"20191","KS",24132
"26137","MI",24164
"18143","IN",24181
"38089","ND",24199
"22085","LA",24233
"54097","WV",24254
"19017","IA",24276
"18041","IN",24277
"51630","VA",24286
"31047","NE",24326
"26143","MI",24449
"50015","VT",24475
"01133","AL",24484
"55137","WI",24496
"37117","NC",24505
"21217","KY",24512
"21133","KY",24519
"05027","AR",24552
"48149","TX",24554
"05111","AR",24583
"54005","WV",24629
"42067","PA",24636
"18181","IN",24643
"21081","KY",24662
"37091","NC",24669
"47081","TN",24690
"29055","MO",24696
"26101","MI",24733
"21137","KY",24742
"29131","MO",24748
"48331","TX",24757
"45053","SC",24777
"51775","VA",24802
"48171","TX",24837
"32001","NV",24877
"27153","MN",24895
"12133","FL",24896
"17165","IL",24913
"21239","KY",24939
"19149","IA",24986
"13131","GA",25011
"35029","NM",25095
"29221","MO",25195
"13147","GA",25213
"41065","OR",25213
"31025","NE",25241
"41057","OR",25250
"28117","MS",25276
"36123","NY",25348
"29175","MO",25414
"45001","SC",25417
"46093","SD",25434
"48419","TX",25448
"40133","OK",25482
"13267","GA",25520
"29007","MO",25529
"08083","CO",25535
"05071","AR",25540
"51105","VA",25587
"29001","MO",25607
"51065","VA",25691
"26051","MI",25692
"18031","IN",25740
"21085","KY",25746
"41061","OR",25748
"22003","LA",25764
"01025","AL",25833
"47185","TN",25841
"27083","MN",25857
"26069","MI",25887
"27015","MN",25893
"18129","IN",25910
"26029","MI",25949
"05023","AR",25970
"01019","AL",25989
"20059","KS",25992
"29215","MO",26008
"13055","GA",26015
"47071","TN",26026
"47109","TN",26075
"19011","IA",26076
"27095","MN",26097
"05103","AR",26120
"16051","ID",26140
"28027","MS",26151
"26031","MI",26152
"26043","MI",26168
"18135","IN",26171
"13257","GA",26175
"51840","VA",26203
"54067","WV",26233
"19015","IA",26306
"48407","TX",26384
"48463","TX",26405
"13207","GA",26424
"40065","OK",26446
"24039","MD",26470
"21173","KY",26499
"26127","MI",26570
"48185","TX",26604
"22031","LA",26656
"55057","WI",26664
"01061","AL",26790
"21141","KY",26835
"54059","WV",26839
"18021","IN",26890
"37007","NC",26948
"45037","SC",26985
"16039","ID",27038
"36049","NY",27087
"28091","MS",27088
"12003","FL",27115
"28145","MS",27134
"13311","GA",27144
"13293","GA",27153
"35006","NM",27213
"13279","GA",27223
"46029","SD",27227
"50019","VT",27231
"47069","TN",27253
"37009","NC",27281
"54053","WV",27324
"37039","NC",27444
"05015","AR",27446
"01005","AL",27457
"40039","OK",27469
"38059","ND",27471
"28127","MS",27503
"40049","OK",27576
"18179","IN",27636
"20009","KS",27674
"13225","GA",27695
"27079","MN",27703
"21043","KY",27720
"12049","FL",27731
"47077","TN",27769
"55029","WI",27785
"37123","NC",27798
"47097","TN",27815
"49039","UT",27822
"13087","GA",27842
"22067","LA",27979
"08117","CO",27994
"51053","VA",28001
"51145","VA",28046
"28163","MS",28065
"48363","TX",28111
"13195","GA",28120
"06021","CA",28122
"08087","CO",28159
"56029","WY",28205
"54057","WV",28212
"39069","OH",28215
"47115","TN",28237
"05123","AR",28258
"18175","IN",28262
"28123","MS",28264
"42131","PA",28276
"13123","GA",28292
"13177","GA",28298
"48015","TX",28417
"21021","KY",28432
"20051","KS",28452
"12007","FL",28520
"47017","TN",28522
"18079","IN",28525
"51033","VA",28545
"39001","OH",28550
"27021","MN",28567
"21163","KY",28602
"06015","CA",28610
"13169","GA",28669
"21013","KY",28691
"26105","MI",28705
"39131","OH",28709
"21193","KY",28712
"55069","WI",28743
"39161","OH",28744
"30047","MT",28746
"13143","GA",28780
"29127","MO",28781
"55121","WI",28816
"18137","IN",28818
"39019","OH",28836
"28137","MS",28886
"51167","VA",28897
"45069","SC",28933
"50017","VT",28936
"45087","SC",28961
"39047","OH",29030
"56033","WY",29116
"20113","KS",29180
"54035","WV",29211
"51197","VA",29235
"21095","KY",29278
"39073","OH",29380
"35047","NM",29393
"54083","WV",29405
"13227","GA",29431
"28029","MS",29449
"28133","MS",29450
"47055","TN",29485
"35017","NM",29514
"26007","MI",29598
"40015","OK",29600
"28099","MS",29676
"17075","IL",29718
"27115","MN",29750
"55123","WI",29773
"53031","WA",29872
"28115","MS",29957
"13187","GA",29966
"29207","MO",29968
"51035","VA",30042
"24023","MD",30097
"13305","GA",30099
"17135","IL",30104
"13029","GA",30233
"17107","IL",30305
"48067","TX",30464
"47117","TN",30617
"54029","WV",30676
"23007","ME",30768
"01093","AL",30776
"12129","FL",30776
"26035","MI",30926
"39053","OH",30934
"08029","CO",30952
"29167","MO",31137
"50005","VT",31227
"27047","MN",31255
"02110","AK",31275
"41045","OR",31313
"31001","NE",31364
"21157","KY",31448
"21177","KY",31499
"22053","LA",31594
"27119","MN",31600
"18027","IN",31648
"01059","AL",31704
"47131","TN",31807
"47143","TN",31809
"40115","OK",31848
"48025","TX",31861
"21121","KY",31883
"42047","PA",31946
"29069","MO",31953
"46011","SD",31965
"13145","GA",32024
"39065","OH",32058
"48273","TX",32061
"45033","SC",32062
"29209","MO",32202
"51173","VA",32208
"47025","TN",32213
"31141","NE",32237
"28001","MS",32297
"28083","MS",32317
"47079","TN",32330
"48449","TX",32334
"51009","VA",32353
"51730","VA",32420
"18077","IN",32428
"27005","MN",32504
"29219","MO",32513
"49047","UT",32588
"17109","IL",32612
"24019","MD",32618
"26047","MI",32694
"27103","MN",32727
"51117","VA",32727
"26165","MI",32735
"36095","NY",32749
"20121","KS",32787
"13219","GA",32808
"13261","GA",32819
"23029","ME",32856
"18169","IN",32888
"01109","AL",32899
"05059","AR",32923
"35055","NM",32937
"17133","IL",32957
"33007","NH",33055
"45067","SC",33062
"24011","MD",33066
"37175","NC",33090
"54051","WV",33107
"26063","MI",33118
"45023","SC",33140
"51023","VA",33148
"40089","OK",33151
"51109","VA",33153
"51001","VA",33164
"18055","IN",33165
"27097","MN",33198
"18023","IN",33224
"39079","OH",33225
"18183","IN",33292
"19125","IA",33309
"47103","TN",33361
"29107","MO",33381
"22047","LA",33387
"48259","TX",33410
"17157","IL",33476
"18073","IN",33478
"51137","VA",33481
"18051","IN",33503
"54077","WV",33520
"20111","KS",33690
"19167","IA",33704
"48477","TX",33718
"20057","KS",33848
"48147","TX",33915
"37055","NC",33920
"37113","NC",33922
"22039","LA",33984
"28011","MS",34145
"18151","IN",34185
"30093","MT",34200
"01017","AL",34215
"17049","IL",34242
"40081","OK",34273
"01079","AL",34339
"20061","KS",34362
"18001","IN",34387
"45089","SC",34423
"23015","ME",34457
"39137","OH",34499
"40087","OK",34506
"20079","KS",34684
"55019","WI",34690
"28107","MS",34707
"17021","IL",34800
"39117","OH",34827
"12027","FL",34862
"28085","MS",34869
"51155","VA",34872
"31119","NE",34876
"06035","CA",34895
"45027","SC",34971
"17011","IL",34978
"48227","TX",35012
"47183","TN",35021
"48217","TX",35089
"48071","TX",35096
"48223","TX",35161
"37017","NC",35190
"36099","NY",35251
"51093","VA",35270
"23023","ME",35293
"27017","MN",35386
"20125","KS",35471
"54025","WV",35480
"17137","IL",35547
"29105","MO",35571
"29009","MO",35597
"21049","KY",35613
"19179","IA",35625
"21235","KY",35637
"22011","LA",35654
"47029","TN",35662
"48241","TX",35710
"51149","VA",35725
"19111","IA",35862
"22087","LA",35897
"55085","WI",35998
"27041","MN",36009
"17103","IL",36031
"39127","OH",36058
"37165","NC",36157
"29225","MO",36202
"51083","VA",36241
"48189","TX",36273
"31111","NE",36288
"56001","WY",36299
"20035","KS",36311
"13299","GA",36312
"49043","UT",36324
"46013","SD",36531
"27147","MN",36576
"26061","MI",36628
"05063","AR",36647
"27085","MN",36651
"31053","NE",36691
"48321","TX",36702
"54045","WV",36743
"20055","KS",36776
"50001","VT",36821
"19099","IA",36842
"55045","WI",36842
"51073","VA",36858
"39031","OH",36901
"05009","AR",36903
"18103","IN",36903
"21089","KY",36910
"31157","NE",36970
"28095","MS",36989
"41007","OR",37039
"28003","MS",37057
"17057","IL",37069
"26041","MI",37069
"21083","KY",37121
"18069","IN",37124
"50003","VT",37125
"18087","IN",37128
"28093","MS",37144
"21035","KY",37191
"37003","NC",37198
"04009","AZ",37220
"16057","ID",37244
"40123","OK",37492
"45071","SC",37508
"16065","ID",37536
"51187","VA",37575
"39171","OH",37642
"55083","WI",37660
"17027","IL",37762
"01039","AL",37765
"24041","MD",37782
"27059","MN",37816
"51683","VA",37821
"48143","TX",37890
"18133","IN",37963
"19187","IA",38013
"48055","TX",38066
"06005","CA",38091
"48049","TX",38106
"18107","IN",38124
"01053","AL",38319
"47045","TN",38335
"37197","NC",38406
"47047","TN",38413
"53017","WA",38431
"48097","TX",38437
"18083","IN",38440
"27009","MN",38451
"26033","MI",38520
"29109","MO",38634
"17203","IL",38664
"42059","PA",38686
"23027","ME",38786
"17081","IL",38827
"45029","SC",38892
"17105","IL",38950
"18017","IN",38966
"39039","OH",39037
"47021","TN",39105
"20037","KS",39134
"12051","FL",39140
"27099","MN",39163
"29201","MO",39191
"42035","PA",39238
"16069","ID",39265
"48459","TX",39309
"18061","IN",39364
"36031","NY",39370
"17121","IL",39437
"21071","KY",39451
"37145","NC",39464
"17055","IL",39561
"22069","LA",39566
"13213","GA",39628
"42109","PA",39702
"23013","ME",39736
"47177","TN",39839
"42031","PA",39988
"12093","FL",39996
"40111","OK",40069
"39059","OH",40087
"39021","OH",40097
"13277","GA",40118
"56013","WY",40123
"30081","MT",40212
"35039","NM",40246
"37099","NC",40271
"19057","IA",40325
"29091","MO",40400
"28113","MS",40404
"19127","IA",40648
"37139","NC",40661
"47013","TN",40716
"12075","FL",40801
"39107","OH",40814
"48249","TX",40838
"16017","ID",40877
"53037","WA",40915
"55093","WI",41019
"47051","TN",41052
"53047","WA",41120
"22119","LA",41207
"37059","NC",41240
"40097","OK",41259
"08085","CO",41276
"48481","TX",41280
"39123","OH",41428
"51195","VA",41452
"13233","GA",41475
"40041","OK",41487
"05005","AR",41513
"12121","FL",41551
"01123","AL",41616
"05139","AR",41639
"55075","WI",41749
"42123","PA",41815
"40083","OK",41848
"47099","TN",41869
"18037","IN",41889
"55115","WI",41949
"48499","TX",41964
"42117","PA",41981
"51171","VA",41993
"39027","OH",42040
"22009","LA",42073
"21211","KY",42074
"05055","AR",42090
"36121","NY",42155
"21009","KY",42173
"29159","MO",42201
"18033","IN",42223
"27067","MN",42239
"39135","OH",42270
"13069","GA",42356
"39075","OH",42366
"18071","IN",42376
"40135","OK",42391
"40013","OK",42416
"26057","MI",42476
"54099","WV",42481
"39051","OH",42698
"19139","IA",42745
"48053","TX",42750
"29023","MO",42794
"26107","MI",42798
"36073","NY",42883
"48493","TX",42918
"13137","GA",43041
"51590","VA",43055
"26151","MI",43114
"48473","TX",43205
"42115","PA",43356
"39097","OH",43435
"21179","KY",43437
"42083","PA",43450
"05091","AR",43462
"51540","VA",43475
"53065","WA",43531
"39071","OH",43589
"01021","AL",43643
"33019","NH",43742
"39033","OH",43784
"56037","WY",43806
"01047","AL",43820
"55033","WI",43857
"28045","MS",43929
"32023","NV",43946
"29029","MO",44002
"19033","IA",44151
"55031","WI",44159
"55095","WI",44205
"29027","MO",44332
"18145","IN",44436
"27007","MN",44442
"54069","WV",44443
"50025","VT",44513
"47123","TN",44519
"55081","WI",44673
"13275","GA",44720
"53075","WA",44776
"46083","SD",44828
"39015","OH",44846
"06093","CA",44900
"48013","TX",44911
"42119","PA",44947
"37111","NC",44996
"40137","OK",45048
"27061","MN",45058
"47003","TN",45058
"51185","VA",45078
"29161","MO",45156
"42065","PA",45200
"26023","MI",45248
"48373","TX",45413
"37181","NC",45422
"13071","GA",45498
"06009","CA",45578
"16011","ID",45607
"13009","GA",45720
"40121","OK",45837
"39091","OH",45858
"55005","WI",45870
"42061","PA",45913
"22095","LA",45924
"39011","OH",45949
"42099","PA",45969
"48325","TX",46006
"41041","OR",46034
"54019","WV",46039
"31019","NE",46102
"56005","WY",46133
"18093","IN",46134
"49021","UT",46163
"27049","MN",46183
"19181","IA",46225
"21101","KY",46250
"12039","FL",46389
"05093","AR",46480
"40071","OK",46562
"37153","NC",46639
"42087","PA",46682
"26059","MI",46688
"51047","VA",46689
"45025","SC",46734
"22061","LA",46735
"08043","CO",46824
"21107","KY",46920
"37093","NC",46952
"40021","OK",46987
"32005","NV",46997
"18099","IN",47051
"22117","LA",47168
"21209","KY",47173
"28071","MS",47351
"37169","NC",47401
"04023","AZ",47420
"40113","OK",47472
"18113","IN",47536
"40019","OK",47557
"28105","MS",47671
"17177","IL",47711
"48349","TX",47735
"50011","VT",47746
"37013","NC",47759
"17117","IL",47765
"24035","MD",47798
"33003","NH",47818
"36025","NY",47980
"35009","NM",48376
"13175","GA",48434
"26123","MI",48460
"47105","TN",48556
"21113","KY",48586
"28149","MS",48773
"32007","NV",48818
"48465","TX",48879
"51660","VA",48914
"36003","NY",48946
"55015","WI",48971
"19045","IA",49116
"36039","NY",49221
"21073","KY",49285
"36023","NY",49336
"41009","OR",49351
"39149","OH",49423
"18065","IN",49462
"21019","KY",49542
"48265","TX",49625
"47043","TN",49666
"47053","TN",49683
"12063","FL",49746
"42009","PA",49762
"48277","TX",49793
"44001","RI",49875
"01031","AL",49948
"49003","UT",49975
"18029","IN",50047
"17063","IL",50063
"36057","NY",50219
"01045","AL",50251
"40079","OK",50384
"36017","NY",50477
"17073","IL",50486
"13039","GA",50513
"48073","TX",50845
"05035","AR",50902
"40147","OK",50976
"37189","NC",51079
"36107","NY",51125
"28151","MS",51137
"48221","TX",51182
"55043","WI",51208
"08067","CO",51334
"47089","TN",51407
"24047","MD",51454
"27169","MN",51461
"36033","NY",51599
"29213","MO",51675
"32019","NV",51980
"22099","LA",52160
"08037","CO",52197
"37141","NC",52217
"23025","ME",52228
"13103","GA",52250
"47107","TN",52266
"29169","MO",52274
"26027","MI",52293
"39159","OH",52300
"22115","LA",52334
"55135","WI",52410
"40051","OK",52431
"29113","MO",52566
"48467","TX",52579
"29101","MO",52595
"22089","LA",52780
"47031","TN",52796
"42127","PA",52822
"17095","IL",52919
"01113","AL",52947
"39037","OH",52959
"39005","OH",53139
"01071","AL",53227
"48401","TX",53330
"17141","IL",53497
"54037","WV",53498
"04007","AZ",53597
"35015","NM",53829
"17029","IL",53873
"27025","MN",53887
"51089","VA",54151
"17007","IL",54165
"47145","TN",54181
"48323","TX",54258
"23009","ME",54418
"01033","AL",54428
"01001","AL",54571
"48199","TX",54635
"22101","LA",54650
"37083","NC",54691
"51031","VA",54842
"51191","VA",54876
"42121","PA",54984
"12131","FL",55043
"13129","GA",55186
"06069","CA",55269
"32510","NV",55274
"45021","SC",55342
"06109","CA",55365
"02122","AK",55400
"54079","WV",55486
"36035","NY",55531
"20169","KS",55606
"28073","MS",55658
"39129","OH",55698
"26157","MI",55729
"28109","MS",55834
"08014","CO",55889
"47035","TN",56053
"51067","VA",56159
"08045","CO",56389
"54049","WV",56418
"37065","NC",56552
"18011","IN",56640
"50027","VT",56670
"39147","OH",56745
"47073","TN",56833
"55021","WI",56833
"27111","MN",57303
"01009","AL",57322
"42103","PA",57369
"47019","TN",57424
"23017","ME",57833
"37105","NC",57866
"22113","LA",57999
"37047","NC",58098
"29145","MO",58114
"49045","UT",58218
"48001","TX",58458
"17195","IL",58498
"37061","NC",58505
"31079","NE",58607
"53071","WA",58781
"21125","KY",58849
"27027","MN",58999
"37087","NC",59036
"48497","TX",59127
"26015","MI",59173
"37107","NC",59495
"50023","VT",59534
"39077","OH",59626
"18173","IN",59689
"28087","MS",59779
"37077","NC",59916
"36037","NY",60079
"33001","NH",60088
"45043","SC",60158
"17077","IL",60218
"21185","KY",60316
"13157","GA",60485
"40047","OK",60580
"37167","NC",60585
"37069","NC",60619
"53045","WA",60699
"39083","OH",60921
"39143","OH",60944
"48427","TX",60968
"47167","TN",61081
"26149","MI",61295
"50021","VT",61642
"38101","ND",61675
"45055","SC",61697
"05115","AR",61754
"22001","LA",61773
"39167","OH",61778
"05033","AR",61948
"55111","WI",61976
"36077","NY",62259
"54055","WV",62264
"55017","WI",62415
"39087","OH",62450
"27035","MN",62500
"47063","TN",62544
"42015","PA",62622
"41011","OR",63043
"21199","KY",63063
"36021","NY",63096
"36115","NY",63216
"26117","MI",63342
"30049","MT",63395
"37163","NC",63431
"13179","GA",63453
"06103","CA",63463
"37037","NC",63505
"51143","VA",63506
"35035","NM",63797
"26067","MI",63905
"13047","GA",63942
"27013","MN",64013
"13255","GA",64073
"27131","MN",64142
"20155","KS",64511
"36043","NY",64519
"48347","TX",64524
"06033","CA",64665
"35025","NM",64727
"39009","OH",64757
"48409","TX",64804
"21195","KY",65024
"51061","VA",65203
"42025","PA",65249
"29187","MO",65359
"36051","NY",65393
"51199","VA",65464
"21145","KY",65565
"48203","TX",65631
"35005","NM",65645
"36113","NY",65707
"20015","KS",65880
"34033","NJ",66083
"19049","IA",66135
"47147","TN",66283
"17199","IL",66357
"41035","OR",66380
"37031","NC",66469
"39101","OH",66501
"45059","SC",66537
"38035","ND",66861
"51095","VA",67009
"01127","AL",67023
"13285","GA",67044
"26103","MI",67077
"15007","HI",67091
"17001","IL",67103
"42037","PA",67295
"12023","FL",67531
"28067","MS",67761
"37161","NC",67810
"48471","TX",67861
"05085","AR",68356
"51019","VA",68676
"45031","SC",68681
"13295","GA",68756
"47059","TN",68831
"18109","IN",68894
"18177","IN",68917
"42005","PA",68941
"54033","WV",69099
"37193","NC",69340
"13013","GA",69367
"40125","OK",69442
"45047","SC",69661
"39081","OH",69709
"40037","OK",69967
"18059","IN",70002
"55097","WI",70019
"18053","IN",70061
"13031","GA",70217
"26073","MI",70311
"39013","OH",70400
"26155","MI",70648
"40101","OK",70990
"01049","AL",71109
"20161","KS",71115
"25011","MA",71372
"53009","WA",71404
"35031","NM",71492
"04001","AZ",71518
"23003","ME",71870
"06115","CA",72155
"47141","TN",72321
"53007","WA",72453
"53027","WA",72797
"40145","OK",73085
"12087","FL",73090
"22045","LA",73240
"12089","FL",73314
"36053","NY",73442
"37171","NC",73673
"51015","VA",73750
"21047","KY",73955
"48021","TX",74171
"45073","SC",74273
"21029","KY",74319
"12107","FL",74364
"18043","IN",74578
"55141","WI",74749
"39063","OH",74782
"28035","MS",74934
"24001","MD",75087
"47001","TN",75129
"26037","MI",75382
"48099","TX",75388
"41053","OR",75403
"56025","WY",75450
"53041","WA",75455
"51680","VA",75568
"48291","TX",75643
"29031","MO",75674
"41059","OR",75889
"29051","MO",75990
"20103","KS",76227
"26159","MI",76258
"51165","VA",76314
"35061","NM",76569
"45057","SC",76652
"18005","IN",76794
"05145","AR",77076
"39043","OH",77079
"33005","NH",77117
"16083","ID",77230
"40119","OK",77350
"18085","IN",77358
"29043","MO",77422
"05069","AR",77435
"36105","NY",77547
"42111","PA",77742
"39141","OH",78064
"53021","WA",78163
"37109","NC",78265
"51069","VA",78305
"48397","TX",78337
"53029","WA",78506
"48213","TX",78532
"54081","WV",78859
"01051","AL",79303
"39145","OH",79499
"13127","GA",79626
"36011","NY",80026
"28075","MS",80261
"36009","NY",80317
"01043","AL",80406
"47119","TN",80956
"37195","NC",81234
"38015","ND",81308
"30013","MT",81327
"55071","WI",81442
"17183","IL",81625
"42033","PA",81642
"48361","TX",81837
"36019","NY",82128
"01121","AL",82291
"41033","OR",82713
"18067","IN",82752
"01083","AL",82782
"16005","ID",82839
"44005","RI",82888
"28081","MS",82910
"21151","KY",82916
"37027","NC",83029
"22097","LA",83384
"01115","AL",83593
"26111","MI",83629
"55055","WI",83686
"13297","GA",83768
"55109","WI",84345
"51800","VA",84585
"13247","GA",85215
"41003","OR",85579
"39119","OH",86074
"48231","TX",86129
"55089","WI",86395
"48005","TX",86771
"48469","TX",86793
"40131","OK",86905
"54107","WV",86956
"26055","MI",86986
"06045","CA",87841
"37125","NC",88247
"26087","MI",88319
"27141","MN",88499
"24009","MD",88737
"55027","WI",88759
"42039","PA",88765
"36015","NY",88830
"42063","PA",88880
"02170","AK",88995
"33009","NH",89118
"53025","WA",89120
"29021","MO",89201
"29165","MO",89322
"30031","MT",89513
"19169","IA",89542
"47155","TN",89889
"21037","KY",90336
"37023","NC",90912
"30029","MT",90928
"27019","MN",91042
"42073","PA",91108
"56021","WY",91738
"51161","VA",92376
"45075","SC",92501
"48037","TX",92565
"39157","OH",92582
"01077","AL",92709
"01095","AL",93019
"19155","IA",93158
"39055","OH",93389
"12119","FL",93420
"37157","NC",93643
"19061","IA",93653
"36117","NY",93772
"51121","VA",94392
"42097","PA",94528
"13095","GA",94565
"06101","CA",94737
"28089","MS",95203
"51740","VA",95535
"12035","FL",95696
"37127","NC",95840
"05051","AR",96024
"54061","WV",96189
"13115","GA",96317
"22057","LA",96318
"54011","WV",96319
"05031","AR",96443
"21059","KY",96656
"51770","VA",97032
"34009","NJ",97265
"02090","AK",97581
"37045","NC",98078
"47113","TN",98294
"24045","MD",98733
"55035","WI",98736
"06057","CA",98764
"12055","FL",98786
"47011","TN",98963
"51003","VA",98970
"36101","NY",98990
"41071","OR",99193
"29037","MO",99478
"36079","NY",99710
"51085","VA",99863
"26091","MI",99892
"13217","GA",99958
"13015","GA",100157
"46103","SD",100948
"24015","MD",101108
"42001","PA",101407
"29071","MO",101492
"39007","OH",101497
"01069","AL",101547
"36109","NY",101564
"55039","WI",101633
"19193","IA",102172
"55127","WI",102228
"53015","WA",102410
"39109","OH",102506
"13313","GA",102599
"48257","TX",103350
"37049","NC",103505
"54003","WV",104169
"16019","ID",104234
"01055","AL",104430
"24037","MD",105151
"17037","IL",105160
"21093","KY",105543
"39003","OH",106331
"13113","GA",106567
"37089","NC",106740
"05125","AR",107118
"22005","LA",107215
"37019","NC",107431
"04017","AZ",107449
"45085","SC",107456
"41019","OR",107667
"23001","ME",107702
"26045","MI",107759
"26017","MI",107771
"39029","OH",107841
"18167","IN",107848
"36069","NY",107931
"48091","TX",108472
"34041","NJ",108692
"13185","GA",109233
"30063","MT",109299
"48451","TX",110224
"18019","IN",110232
"13045","GA",110527
"17115","IL",110768
"20045","KS",110826
"26005","MI",111408
"18091","IN",111467
"22109","LA",111860
"36089","NY",111944
"49005","UT",112656
"05045","AR",113237
"17091","IL",113449
"21227","KY",113792
"17099","IL",113924
"47189","TN",113993
"39169","OH",114520
"55063","WI",114638
"37085","NC",114678
"17093","IL",114736
"55117","WI",115507
"40017","OK",115541
"42081","PA",116111
"36045","NY",116229
"42085","PA",116638
"41043","OR",116672
"13059","GA",116714
"53057","WA",116901
"48367","TX",116927
"22015","LA",116979
"29097","MO",117404
"18035","IN",117671
"09015","CT",118428
"01015","AL",118572
"21015","KY",118811
"45077","SC",119224
"01103","AL",119490
"48381","TX",120725
"48181","TX",120877
"48375","TX",121073
"22105","LA",121097
"48183","TX",121730
"36075","NY",122109
"23011","ME",122151
"51177","VA",122397
"37191","NC",122623
"47179","TN",122979
"47009","TN",123010
"33017","NH",123143
"13073","GA",124053
"40031","OK",124098
"39139","OH",124475
"27171","MN",124700
"39173","OH",125488
"05131","AR",125744
"44009","RI",126979
"42013","PA",127089
"13077","GA",127317
"22063","LA",128026
"34019","NJ",128349
"51179","VA",128961
"27139","MN",129928
"35045","NM",130044
"19103","IA",130882
"19013","IA",131090
"25003","MA",131219
"04003","AZ",131346
"48485","TX",131500
"48441","TX",131506
"48187","TX",131533
"35043","NM",131561
"22079","LA",131613
"18095","IN",131636
"55131","WI",131887
"13097","GA",132403
"42075","PA",133568
"37135","NC",133801
"55073","WI",134063
"37155","NC",134168
"04005","AZ",134421
"06023","CA",134623
"36013","NY",134905
"17179","IL",135394
"26025","MI",136146
"06055","CA",136484
"45035","SC",136555
"42051","PA",136606
"48329","TX",136872
"45041","SC",136885
"48135","TX",137130
"51650","VA",137436
"18105","IN",137974
"12061","FL",138028
"49053","UT",138115
"39023","OH",138333
"37159","NC",138428
"16055","ID",138494
"18081","IN",139654
"28059","MS",139668
"13153","GA",139900
"51510","VA",139966
"01081","AL",140247
"12017","FL",141236
"28121","MS",141617
"37151","NC",141752
"13223","GA",142324
"42021","PA",143679
"35049","NM",144170
"27109","MN",144248
"18063","IN",145448
"39045","OH",146156
"12085","FL",146318
"33013","NH",146445
"24017","MD",146551
"08077","CO",146723
"24043","MD",147430
"17161","IL",147546
"30111","MT",147972
"42107","PA",148289
"34037","NJ",149265
"48139","TX",149610
"42055","PA",149618
"38017","ND",149778
"27145","MN",150642
"06039","CA",150865
"48251","TX",150934
"37001","NC",151131
"12113","FL",151372
"26115","MI",152021
"09013","CT",152691
"06031","CA",152982
"22073","LA",153720
"23019","ME",153923
"42027","PA",153990
"37035","NC",154358
"36093","NY",154727
"15009","HI",154834
"13021","GA",155547
"50007","VT",156545
"26021","MI",156813
"47163","TN",156823
"34011","NJ",156898
"48209","TX",157107
"20209","KS",157505
"41017","OR",157733
"25015","MA",158080
"31153","NE",158840
"08101","CO",159063
"36083","NY",159429
"37097","NC",159437
"21117","KY",159720
"12015","FL",159978
"45003","SC",160099
"26075","MI",160248
"55105","WI",160331
"47165","TN",160645
"28033","MS",161252
"39133","OH",161419
"39057","OH",161573
"45013","SC",162233
"10001","DE",162310
"29019","MO",162642
"37057","NC",162878
"26147","MI",163040
"18127","IN",164343
"19163","IA",165224
"09007","CT",165676
"44003","RI",166158
"55059","WI",166426
"39089","OH",166492
"55139","WI",166994
"24013","MD",167134
"37147","NC",168148
"12005","FL",168852
"37101","NC",168878
"46099","SD",169468
"17113","IL",169572
"42089","PA",169842
"42007","PA",170539
"26121","MI",172188
"47125","TN",172331
"39103","OH",172332
"12053","FL",172778
"18157","IN",172780
"39041","OH",174214
"06025","CA",174528
"53005","WA",175177
"13117","GA",175511
"55087","WI",176695
"06089","CA",177223
"37133","NC",177772
"45015","SC",177843
